category,n_customers,n_repurchase_customers,repurchase_rate,repurchase_rate_pct
576,230,8.0,0.034782608695652174,3.48
5841,230,10.0,0.043478260869565216,4.35
2116,230,13.0,0.05652173913043478,5.65
6487,230,13.0,0.05652173913043478,5.65
6189,229,10.0,0.043668122270742356,4.37
2823,229,34.0,0.14847161572052403,14.85
771,229,10.0,0.043668122270742356,4.37
6132,227,45.0,0.19823788546255505,19.82
131,227,19.0,0.08370044052863436,8.37
6666,227,9.0,0.039647577092511016,3.96
2695,227,23.0,0.1013215859030837,10.13
2824,227,19.0,0.08370044052863436,8.37
3597,227,34.0,0.14977973568281938,14.98
5733,227,12.0,0.05286343612334802,5.29
5332,226,15.0,0.06637168141592921,6.64
515,226,14.0,0.061946902654867256,6.19
2252,225,22.0,0.09777777777777778,9.78
4035,225,27.0,0.12,12.0
3728,225,27.0,0.12,12.0
2435,225,10.0,0.044444444444444446,4.44
1680,225,11.0,0.04888888888888889,4.89
60,224,15.0,0.06696428571428571,6.7
4978,224,16.0,0.07142857142857142,7.14
3002,224,27.0,0.12053571428571429,12.05
4773,223,13.0,0.05829596412556054,5.83
3812,222,9.0,0.04054054054054054,4.05
5466,222,25.0,0.11261261261261261,11.26
3311,222,16.0,0.07207207207207207,7.21
1284,221,21.0,0.09502262443438914,9.5
20,221,17.0,0.07692307692307693,7.69
5051,221,10.0,0.04524886877828054,4.52
3716,221,15.0,0.06787330316742081,6.79
1051,220,15.0,0.06818181818181818,6.82
4259,220,13.0,0.05909090909090909,5.91
5338,220,5.0,0.022727272727272728,2.27
1219,220,14.0,0.06363636363636363,6.36
222,220,10.0,0.045454545454545456,4.55
3432,220,10.0,0.045454545454545456,4.55
5676,220,9.0,0.04090909090909091,4.09
5532,219,15.0,0.0684931506849315,6.85
870,219,20.0,0.091324200913242,9.13
2354,219,19.0,0.0867579908675799,8.68
6694,219,11.0,0.0502283105022831,5.02
925,219,27.0,0.1232876712328767,12.33
5963,219,15.0,0.0684931506849315,6.85
6193,219,11.0,0.0502283105022831,5.02
2953,219,16.0,0.0730593607305936,7.31
4650,218,15.0,0.06880733944954129,6.88
4057,218,12.0,0.05504587155963303,5.5
3990,218,16.0,0.07339449541284404,7.34
6015,217,34.0,0.15668202764976957,15.67
6489,217,15.0,0.06912442396313365,6.91
4036,216,23.0,0.10648148148148148,10.65
5,216,8.0,0.037037037037037035,3.7
311,216,37.0,0.1712962962962963,17.13
2579,215,17.0,0.07906976744186046,7.91
2385,215,19.0,0.08837209302325581,8.84
4352,215,12.0,0.05581395348837209,5.58
1206,215,12.0,0.05581395348837209,5.58
2578,215,19.0,0.08837209302325581,8.84
4603,215,25.0,0.11627906976744186,11.63
1170,215,8.0,0.037209302325581395,3.72
4996,215,5.0,0.023255813953488372,2.33
1946,214,15.0,0.07009345794392523,7.01
6300,214,7.0,0.03271028037383177,3.27
2973,214,12.0,0.056074766355140186,5.61
798,214,24.0,0.11214953271028037,11.21
6443,214,8.0,0.037383177570093455,3.74
349,213,16.0,0.07511737089201878,7.51
3862,213,15.0,0.07042253521126761,7.04
5807,213,16.0,0.07511737089201878,7.51
3627,213,16.0,0.07511737089201878,7.51
3548,213,19.0,0.0892018779342723,8.92
966,213,27.0,0.1267605633802817,12.68
2959,213,13.0,0.06103286384976526,6.1
6939,213,30.0,0.14084507042253522,14.08
4503,213,16.0,0.07511737089201878,7.51
6785,212,15.0,0.07075471698113207,7.08
4138,212,22.0,0.10377358490566038,10.38
1446,212,11.0,0.05188679245283019,5.19
4079,212,15.0,0.07075471698113207,7.08
5389,212,13.0,0.06132075471698113,6.13
5280,212,9.0,0.04245283018867924,4.25
4411,211,16.0,0.07582938388625593,7.58
3571,211,13.0,0.061611374407582936,6.16
2991,211,20.0,0.0947867298578199,9.48
2630,210,17.0,0.08095238095238096,8.1
5534,210,6.0,0.02857142857142857,2.86
6309,210,8.0,0.0380952380952381,3.81
3102,209,3.0,0.014354066985645933,1.44
4420,209,15.0,0.07177033492822966,7.18
1984,209,7.0,0.03349282296650718,3.35
3833,208,31.0,0.14903846153846154,14.9
2169,208,19.0,0.09134615384615384,9.13
2424,208,19.0,0.09134615384615384,9.13
1957,208,10.0,0.04807692307692308,4.81
6507,207,13.0,0.06280193236714976,6.28
1287,207,8.0,0.03864734299516908,3.86
1208,206,14.0,0.06796116504854369,6.8
6929,206,8.0,0.038834951456310676,3.88
6655,206,25.0,0.12135922330097088,12.14
1649,206,10.0,0.04854368932038835,4.85
5288,205,18.0,0.08780487804878048,8.78
56,204,12.0,0.058823529411764705,5.88
5181,204,4.0,0.0196078431372549,1.96
5026,204,16.0,0.0784313725490196,7.84
1834,204,7.0,0.03431372549019608,3.43
5679,204,12.0,0.058823529411764705,5.88
1336,203,14.0,0.06896551724137931,6.9
6011,203,8.0,0.03940886699507389,3.94
6639,203,9.0,0.04433497536945813,4.43
4901,202,12.0,0.0594059405940594,5.94
6506,202,13.0,0.06435643564356436,6.44
6097,202,7.0,0.034653465346534656,3.47
2431,202,8.0,0.039603960396039604,3.96
4693,202,8.0,0.039603960396039604,3.96
536,202,13.0,0.06435643564356436,6.44
6043,201,24.0,0.11940298507462686,11.94
5675,201,11.0,0.05472636815920398,5.47
3150,200,17.0,0.085,8.5
2201,200,6.0,0.03,3.0
4954,199,18.0,0.09045226130653267,9.05
1223,199,10.0,0.05025125628140704,5.03
5059,199,6.0,0.03015075376884422,3.02
6230,199,13.0,0.06532663316582915,6.53
857,198,11.0,0.05555555555555555,5.56
5562,198,32.0,0.16161616161616163,16.16
6245,198,17.0,0.08585858585858586,8.59
5014,198,7.0,0.03535353535353535,3.54
957,197,12.0,0.06091370558375635,6.09
1974,197,11.0,0.05583756345177665,5.58
3968,197,12.0,0.06091370558375635,6.09
3304,197,8.0,0.04060913705583756,4.06
5482,197,16.0,0.08121827411167512,8.12
126,197,20.0,0.10152284263959391,10.15
4853,197,16.0,0.08121827411167512,8.12
6184,196,13.0,0.0663265306122449,6.63
4958,196,12.0,0.061224489795918366,6.12
4142,196,26.0,0.1326530612244898,13.27
2460,196,7.0,0.03571428571428571,3.57
4060,195,18.0,0.09230769230769231,9.23
5536,195,15.0,0.07692307692307693,7.69
5921,195,11.0,0.05641025641025641,5.64
1084,195,17.0,0.08717948717948718,8.72
1419,194,10.0,0.05154639175257732,5.15
6374,194,8.0,0.041237113402061855,4.12
3560,194,8.0,0.041237113402061855,4.12
3999,194,10.0,0.05154639175257732,5.15
4097,193,15.0,0.07772020725388601,7.77
5150,193,7.0,0.03626943005181347,3.63
5952,193,12.0,0.06217616580310881,6.22
6482,193,9.0,0.046632124352331605,4.66
2140,193,15.0,0.07772020725388601,7.77
1289,193,21.0,0.10880829015544041,10.88
6259,193,21.0,0.10880829015544041,10.88
5828,192,13.0,0.06770833333333333,6.77
136,192,6.0,0.03125,3.12
601,192,8.0,0.041666666666666664,4.17
984,192,13.0,0.06770833333333333,6.77
4851,192,14.0,0.07291666666666667,7.29
1225,192,7.0,0.036458333333333336,3.65
4569,192,23.0,0.11979166666666667,11.98
5595,191,8.0,0.041884816753926704,4.19
1839,191,10.0,0.05235602094240838,5.24
5903,191,18.0,0.09424083769633508,9.42
67,191,15.0,0.07853403141361257,7.85
6612,191,10.0,0.05235602094240838,5.24
6863,191,13.0,0.06806282722513089,6.81
5947,190,10.0,0.05263157894736842,5.26
5622,189,22.0,0.1164021164021164,11.64
3334,188,14.0,0.07446808510638298,7.45
950,188,7.0,0.03723404255319149,3.72
6199,188,10.0,0.05319148936170213,5.32
5322,188,7.0,0.03723404255319149,3.72
1125,188,16.0,0.0851063829787234,8.51
1411,188,20.0,0.10638297872340426,10.64
3774,188,16.0,0.0851063829787234,8.51
2157,188,10.0,0.05319148936170213,5.32
753,187,16.0,0.0855614973262032,8.56
4960,187,9.0,0.0481283422459893,4.81
3857,187,11.0,0.058823529411764705,5.88
3275,187,14.0,0.0748663101604278,7.49
1066,187,13.0,0.06951871657754011,6.95
5896,187,8.0,0.0427807486631016,4.28
6098,186,6.0,0.03225806451612903,3.23
4974,186,21.0,0.11290322580645161,11.29
5759,186,9.0,0.04838709677419355,4.84
5548,186,11.0,0.05913978494623656,5.91
764,186,15.0,0.08064516129032258,8.06
3645,186,13.0,0.06989247311827956,6.99
6446,186,10.0,0.053763440860215055,5.38
1763,185,14.0,0.07567567567567568,7.57
1554,185,15.0,0.08108108108108109,8.11
6771,185,13.0,0.07027027027027027,7.03
4483,185,16.0,0.08648648648648649,8.65
2301,184,16.0,0.08695652173913043,8.7
5232,184,19.0,0.10326086956521739,10.33
1405,184,22.0,0.11956521739130435,11.96
6706,184,10.0,0.05434782608695652,5.43
6240,184,10.0,0.05434782608695652,5.43
640,184,10.0,0.05434782608695652,5.43
5699,183,8.0,0.04371584699453552,4.37
5178,183,12.0,0.06557377049180328,6.56
3644,183,14.0,0.07650273224043716,7.65
6978,183,5.0,0.0273224043715847,2.73
900,182,18.0,0.0989010989010989,9.89
4025,182,10.0,0.054945054945054944,5.49
6798,182,5.0,0.027472527472527472,2.75
2270,182,13.0,0.07142857142857142,7.14
1626,182,15.0,0.08241758241758242,8.24
5139,181,17.0,0.09392265193370165,9.39
4548,181,17.0,0.09392265193370165,9.39
1706,181,6.0,0.03314917127071823,3.31
2378,181,2.0,0.011049723756906077,1.1
3369,180,12.0,0.06666666666666667,6.67
6086,180,10.0,0.05555555555555555,5.56
3354,180,8.0,0.044444444444444446,4.44
5933,180,8.0,0.044444444444444446,4.44
286,180,8.0,0.044444444444444446,4.44
4280,180,27.0,0.15,15.0
4976,179,14.0,0.0782122905027933,7.82
3325,179,15.0,0.08379888268156424,8.38
3338,179,11.0,0.061452513966480445,6.15
1748,179,9.0,0.05027932960893855,5.03
28,179,9.0,0.05027932960893855,5.03
6253,178,9.0,0.05056179775280899,5.06
5802,178,4.0,0.02247191011235955,2.25
1080,178,6.0,0.033707865168539325,3.37
586,178,13.0,0.07303370786516854,7.3
3722,178,9.0,0.05056179775280899,5.06
3879,178,14.0,0.07865168539325842,7.87
2673,178,11.0,0.06179775280898876,6.18
4132,177,10.0,0.05649717514124294,5.65
2024,177,13.0,0.07344632768361582,7.34
6331,177,7.0,0.03954802259887006,3.95
2015,177,12.0,0.06779661016949153,6.78
6472,177,10.0,0.05649717514124294,5.65
4385,177,7.0,0.03954802259887006,3.95
3484,177,6.0,0.03389830508474576,3.39
1761,177,30.0,0.1694915254237288,16.95
2004,177,14.0,0.07909604519774012,7.91
4994,176,12.0,0.06818181818181818,6.82
5895,176,13.0,0.07386363636363637,7.39
3028,176,11.0,0.0625,6.25
1863,176,20.0,0.11363636363636363,11.36
5012,176,14.0,0.07954545454545454,7.95
4367,176,17.0,0.09659090909090909,9.66
4550,175,8.0,0.045714285714285714,4.57
2757,175,17.0,0.09714285714285714,9.71
4728,175,7.0,0.04,4.0
3681,175,10.0,0.05714285714285714,5.71
2746,174,18.0,0.10344827586206896,10.34
93,174,10.0,0.05747126436781609,5.75
3481,174,19.0,0.10919540229885058,10.92
4607,173,11.0,0.06358381502890173,6.36
1422,173,4.0,0.023121387283236993,2.31
380,173,18.0,0.10404624277456648,10.4
4736,172,18.0,0.10465116279069768,10.47
3930,172,4.0,0.023255813953488372,2.33
3752,172,12.0,0.06976744186046512,6.98
2077,172,12.0,0.06976744186046512,6.98
5328,172,12.0,0.06976744186046512,6.98
2482,172,15.0,0.0872093023255814,8.72
1412,172,5.0,0.029069767441860465,2.91
4296,171,10.0,0.05847953216374269,5.85
239,171,13.0,0.07602339181286549,7.6
3987,170,9.0,0.052941176470588235,5.29
5743,170,6.0,0.03529411764705882,3.53
1866,170,5.0,0.029411764705882353,2.94
1172,170,10.0,0.058823529411764705,5.88
743,170,10.0,0.058823529411764705,5.88
5900,169,15.0,0.08875739644970414,8.88
6109,169,15.0,0.08875739644970414,8.88
581,169,13.0,0.07692307692307693,7.69
356,169,9.0,0.05325443786982249,5.33
4716,169,14.0,0.08284023668639054,8.28
3678,168,15.0,0.08928571428571429,8.93
880,168,13.0,0.07738095238095238,7.74
3269,167,12.0,0.0718562874251497,7.19
3566,167,7.0,0.041916167664670656,4.19
5353,167,14.0,0.08383233532934131,8.38
3294,167,25.0,0.1497005988023952,14.97
4894,167,5.0,0.029940119760479042,2.99
4004,167,6.0,0.03592814371257485,3.59
892,166,11.0,0.06626506024096386,6.63
5614,166,7.0,0.04216867469879518,4.22
6695,166,11.0,0.06626506024096386,6.63
2870,166,4.0,0.024096385542168676,2.41
638,166,8.0,0.04819277108433735,4.82
5023,166,14.0,0.08433734939759036,8.43
2708,166,13.0,0.0783132530120482,7.83
6499,165,8.0,0.048484848484848485,4.85
179,165,13.0,0.07878787878787878,7.88
6454,165,7.0,0.04242424242424243,4.24
5119,165,4.0,0.024242424242424242,2.42
6608,165,7.0,0.04242424242424243,4.24
4108,165,8.0,0.048484848484848485,4.85
746,164,13.0,0.07926829268292683,7.93
5070,164,11.0,0.06707317073170732,6.71
1620,164,13.0,0.07926829268292683,7.93
4326,164,17.0,0.10365853658536585,10.37
4923,164,8.0,0.04878048780487805,4.88
6927,163,10.0,0.06134969325153374,6.13
2701,163,11.0,0.06748466257668712,6.75
1119,163,11.0,0.06748466257668712,6.75
810,162,8.0,0.04938271604938271,4.94
3470,162,7.0,0.043209876543209874,4.32
657,162,6.0,0.037037037037037035,3.7
6044,162,6.0,0.037037037037037035,3.7
2920,161,16.0,0.09937888198757763,9.94
1294,161,9.0,0.055900621118012424,5.59
1694,161,15.0,0.09316770186335403,9.32
6797,161,7.0,0.043478260869565216,4.35
3240,161,7.0,0.043478260869565216,4.35
5001,161,11.0,0.06832298136645963,6.83
2162,161,11.0,0.06832298136645963,6.83
4046,161,16.0,0.09937888198757763,9.94
1601,161,7.0,0.043478260869565216,4.35
4790,161,13.0,0.08074534161490683,8.07
134,161,16.0,0.09937888198757763,9.94
1097,160,11.0,0.06875,6.88
297,160,17.0,0.10625,10.62
1661,160,6.0,0.0375,3.75
440,160,8.0,0.05,5.0
3533,160,11.0,0.06875,6.88
4840,160,6.0,0.0375,3.75
6,160,9.0,0.05625,5.62
3708,160,10.0,0.0625,6.25
431,160,13.0,0.08125,8.12
688,159,9.0,0.05660377358490566,5.66
4858,159,18.0,0.11320754716981132,11.32
3180,159,3.0,0.018867924528301886,1.89
5410,159,1.0,0.006289308176100629,0.63
1864,159,33.0,0.20754716981132076,20.75
1552,159,11.0,0.06918238993710692,6.92
0,159,10.0,0.06289308176100629,6.29
2568,159,11.0,0.06918238993710692,6.92
6633,159,6.0,0.03773584905660377,3.77
4874,159,9.0,0.05660377358490566,5.66
936,159,12.0,0.07547169811320754,7.55
1625,159,10.0,0.06289308176100629,6.29
2425,158,6.0,0.0379746835443038,3.8
6484,158,9.0,0.056962025316455694,5.7
1951,158,12.0,0.0759493670886076,7.59
6316,158,5.0,0.03164556962025317,3.16
1053,158,11.0,0.06962025316455696,6.96
5305,157,7.0,0.044585987261146494,4.46
3558,157,13.0,0.08280254777070063,8.28
4706,157,11.0,0.07006369426751592,7.01
4531,157,10.0,0.06369426751592357,6.37
1575,156,5.0,0.03205128205128205,3.21
4698,156,13.0,0.08333333333333333,8.33
4495,156,7.0,0.04487179487179487,4.49
621,156,17.0,0.10897435897435898,10.9
460,156,7.0,0.04487179487179487,4.49
5003,156,11.0,0.07051282051282051,7.05
3741,156,10.0,0.0641025641025641,6.41
2773,156,4.0,0.02564102564102564,2.56
1980,155,10.0,0.06451612903225806,6.45
5528,155,7.0,0.04516129032258064,4.52
4962,155,12.0,0.07741935483870968,7.74
6676,155,13.0,0.08387096774193549,8.39
1370,155,10.0,0.06451612903225806,6.45
375,155,13.0,0.08387096774193549,8.39
4286,155,8.0,0.05161290322580645,5.16
4069,154,10.0,0.06493506493506493,6.49
3723,153,14.0,0.0915032679738562,9.15
1816,153,7.0,0.0457516339869281,4.58
6830,153,12.0,0.0784313725490196,7.84
6513,153,13.0,0.08496732026143791,8.5
3524,153,2.0,0.013071895424836602,1.31
3768,153,5.0,0.032679738562091505,3.27
324,153,10.0,0.06535947712418301,6.54
4390,153,4.0,0.026143790849673203,2.61
634,152,16.0,0.10526315789473684,10.53
448,152,13.0,0.08552631578947369,8.55
5359,152,8.0,0.05263157894736842,5.26
443,152,13.0,0.08552631578947369,8.55
6629,152,5.0,0.03289473684210526,3.29
184,152,12.0,0.07894736842105263,7.89
1507,151,12.0,0.07947019867549669,7.95
4744,151,16.0,0.10596026490066225,10.6
3154,151,7.0,0.046357615894039736,4.64
2717,151,8.0,0.052980132450331126,5.3
6729,151,3.0,0.019867549668874173,1.99
5388,150,13.0,0.08666666666666667,8.67
3387,150,8.0,0.05333333333333334,5.33
1494,150,6.0,0.04,4.0
437,150,11.0,0.07333333333333333,7.33
567,149,6.0,0.040268456375838924,4.03
4909,149,13.0,0.087248322147651,8.72
6848,149,12.0,0.08053691275167785,8.05
1293,149,6.0,0.040268456375838924,4.03
5128,149,2.0,0.013422818791946308,1.34
6101,149,21.0,0.14093959731543623,14.09
4471,149,8.0,0.053691275167785234,5.37
2727,149,9.0,0.06040268456375839,6.04
6378,148,12.0,0.08108108108108109,8.11
3781,148,10.0,0.06756756756756757,6.76
3497,148,12.0,0.08108108108108109,8.11
1877,148,12.0,0.08108108108108109,8.11
5432,147,11.0,0.07482993197278912,7.48
4491,147,11.0,0.07482993197278912,7.48
4549,147,14.0,0.09523809523809523,9.52
1927,147,8.0,0.05442176870748299,5.44
1579,147,12.0,0.08163265306122448,8.16
4749,147,13.0,0.08843537414965986,8.84
5071,147,25.0,0.17006802721088435,17.01
377,147,2.0,0.013605442176870748,1.36
918,147,13.0,0.08843537414965986,8.84
4253,146,6.0,0.0410958904109589,4.11
2336,146,5.0,0.03424657534246575,3.42
5867,146,2.0,0.0136986301369863,1.37
3939,146,4.0,0.0273972602739726,2.74
4417,146,9.0,0.06164383561643835,6.16
5974,146,5.0,0.03424657534246575,3.42
5628,146,9.0,0.06164383561643835,6.16
6854,146,3.0,0.02054794520547945,2.05
3992,145,3.0,0.020689655172413793,2.07
6879,145,5.0,0.034482758620689655,3.45
326,145,8.0,0.05517241379310345,5.52
6246,145,11.0,0.07586206896551724,7.59
569,145,26.0,0.1793103448275862,17.93
6988,145,16.0,0.1103448275862069,11.03
6367,145,5.0,0.034482758620689655,3.45
407,145,2.0,0.013793103448275862,1.38
3333,145,2.0,0.013793103448275862,1.38
342,145,10.0,0.06896551724137931,6.9
5314,144,4.0,0.027777777777777776,2.78
1639,144,13.0,0.09027777777777778,9.03
2586,144,5.0,0.034722222222222224,3.47
3445,144,5.0,0.034722222222222224,3.47
4376,144,10.0,0.06944444444444445,6.94
181,144,9.0,0.0625,6.25
318,144,8.0,0.05555555555555555,5.56
5550,144,14.0,0.09722222222222222,9.72
5801,144,6.0,0.041666666666666664,4.17
3392,143,10.0,0.06993006993006994,6.99
5585,143,4.0,0.027972027972027972,2.8
4791,143,8.0,0.055944055944055944,5.59
317,143,7.0,0.04895104895104895,4.9
6094,143,9.0,0.06293706293706294,6.29
5480,143,8.0,0.055944055944055944,5.59
6716,143,8.0,0.055944055944055944,5.59
1237,142,8.0,0.056338028169014086,5.63
3502,142,14.0,0.09859154929577464,9.86
4971,142,12.0,0.08450704225352113,8.45
2704,142,9.0,0.06338028169014084,6.34
2314,142,8.0,0.056338028169014086,5.63
1559,142,6.0,0.04225352112676056,4.23
6179,142,9.0,0.06338028169014084,6.34
6723,142,9.0,0.06338028169014084,6.34
1323,142,9.0,0.06338028169014084,6.34
3188,142,6.0,0.04225352112676056,4.23
1934,142,7.0,0.04929577464788732,4.93
6061,142,13.0,0.09154929577464789,9.15
5044,141,9.0,0.06382978723404255,6.38
5657,141,5.0,0.03546099290780142,3.55
1911,141,3.0,0.02127659574468085,2.13
5991,141,11.0,0.07801418439716312,7.8
2135,140,5.0,0.03571428571428571,3.57
3975,140,0.0,0.0,0.0
5755,140,6.0,0.04285714285714286,4.29
513,140,9.0,0.06428571428571428,6.43
2979,140,7.0,0.05,5.0
1343,139,5.0,0.03597122302158273,3.6
5582,139,6.0,0.04316546762589928,4.32
2159,139,11.0,0.07913669064748201,7.91
1152,138,3.0,0.021739130434782608,2.17
1363,138,26.0,0.18840579710144928,18.84
3327,138,5.0,0.036231884057971016,3.62
5447,138,9.0,0.06521739130434782,6.52
2689,138,3.0,0.021739130434782608,2.17
6250,138,17.0,0.12318840579710146,12.32
4155,138,6.0,0.043478260869565216,4.35
1113,138,4.0,0.028985507246376812,2.9
5735,137,8.0,0.058394160583941604,5.84
2161,137,4.0,0.029197080291970802,2.92
5183,137,22.0,0.16058394160583941,16.06
1102,137,12.0,0.08759124087591241,8.76
5795,137,5.0,0.0364963503649635,3.65
2103,137,6.0,0.043795620437956206,4.38
1691,137,5.0,0.0364963503649635,3.65
6878,137,11.0,0.08029197080291971,8.03
828,137,12.0,0.08759124087591241,8.76
1296,137,6.0,0.043795620437956206,4.38
5556,136,7.0,0.051470588235294115,5.15
1283,136,7.0,0.051470588235294115,5.15
100,136,11.0,0.08088235294117647,8.09
153,136,2.0,0.014705882352941176,1.47
6458,136,12.0,0.08823529411764706,8.82
1273,135,5.0,0.037037037037037035,3.7
1482,135,14.0,0.1037037037037037,10.37
5356,135,12.0,0.08888888888888889,8.89
72,135,9.0,0.06666666666666667,6.67
1837,135,12.0,0.08888888888888889,8.89
170,135,4.0,0.02962962962962963,2.96
1668,135,19.0,0.14074074074074075,14.07
6493,135,8.0,0.05925925925925926,5.93
4510,134,7.0,0.05223880597014925,5.22
6055,134,9.0,0.06716417910447761,6.72
5247,134,7.0,0.05223880597014925,5.22
3155,134,10.0,0.07462686567164178,7.46
3231,134,5.0,0.03731343283582089,3.73
5373,134,2.0,0.014925373134328358,1.49
4344,134,8.0,0.05970149253731343,5.97
4233,134,11.0,0.08208955223880597,8.21
4161,134,8.0,0.05970149253731343,5.97
6833,134,28.0,0.208955223880597,20.9
5375,134,3.0,0.022388059701492536,2.24
660,134,9.0,0.06716417910447761,6.72
387,134,3.0,0.022388059701492536,2.24
1381,133,7.0,0.05263157894736842,5.26
1477,133,11.0,0.08270676691729323,8.27
4223,133,13.0,0.09774436090225563,9.77
5617,133,7.0,0.05263157894736842,5.26
6325,133,12.0,0.09022556390977443,9.02
6339,133,7.0,0.05263157894736842,5.26
6813,133,5.0,0.03759398496240601,3.76
137,133,7.0,0.05263157894736842,5.26
4584,133,11.0,0.08270676691729323,8.27
6412,133,11.0,0.08270676691729323,8.27
627,132,4.0,0.030303030303030304,3.03
1299,132,9.0,0.06818181818181818,6.82
3363,132,4.0,0.030303030303030304,3.03
5793,132,19.0,0.14393939393939395,14.39
5325,132,3.0,0.022727272727272728,2.27
2783,131,9.0,0.06870229007633588,6.87
4805,131,7.0,0.05343511450381679,5.34
728,131,3.0,0.022900763358778626,2.29
3388,131,6.0,0.04580152671755725,4.58
2487,131,6.0,0.04580152671755725,4.58
2833,131,3.0,0.022900763358778626,2.29
6699,131,12.0,0.0916030534351145,9.16
2327,130,21.0,0.16153846153846155,16.15
2216,130,2.0,0.015384615384615385,1.54
2108,130,10.0,0.07692307692307693,7.69
5308,130,11.0,0.08461538461538462,8.46
3400,130,24.0,0.18461538461538463,18.46
1958,130,17.0,0.13076923076923078,13.08
379,130,11.0,0.08461538461538462,8.46
993,130,9.0,0.06923076923076923,6.92
5271,129,10.0,0.07751937984496124,7.75
6520,129,3.0,0.023255813953488372,2.33
3655,129,5.0,0.03875968992248062,3.88
4552,129,8.0,0.06201550387596899,6.2
6913,129,8.0,0.06201550387596899,6.2
428,129,10.0,0.07751937984496124,7.75
867,129,4.0,0.031007751937984496,3.1
168,128,13.0,0.1015625,10.16
3755,128,7.0,0.0546875,5.47
3382,128,5.0,0.0390625,3.91
1730,128,6.0,0.046875,4.69
733,128,12.0,0.09375,9.38
711,128,7.0,0.0546875,5.47
6668,128,6.0,0.046875,4.69
6273,127,5.0,0.03937007874015748,3.94
5931,127,16.0,0.12598425196850394,12.6
6353,127,3.0,0.023622047244094488,2.36
2112,127,8.0,0.06299212598425197,6.3
115,126,8.0,0.06349206349206349,6.35
6606,126,16.0,0.12698412698412698,12.7
2041,126,7.0,0.05555555555555555,5.56
4014,126,10.0,0.07936507936507936,7.94
1133,126,3.0,0.023809523809523808,2.38
5262,126,15.0,0.11904761904761904,11.9
5094,126,3.0,0.023809523809523808,2.38
5543,125,4.0,0.032,3.2
3377,125,10.0,0.08,8.0
4797,125,4.0,0.032,3.2
2877,125,3.0,0.024,2.4
2207,125,2.0,0.016,1.6
6279,125,12.0,0.096,9.6
62,125,13.0,0.104,10.4
254,125,15.0,0.12,12.0
6828,125,6.0,0.048,4.8
4165,125,15.0,0.12,12.0
192,124,5.0,0.04032258064516129,4.03
3450,124,9.0,0.07258064516129033,7.26
6595,124,2.0,0.016129032258064516,1.61
260,124,5.0,0.04032258064516129,4.03
4131,124,17.0,0.13709677419354838,13.71
5648,124,6.0,0.04838709677419355,4.84
1992,124,6.0,0.04838709677419355,4.84
3082,124,5.0,0.04032258064516129,4.03
4802,123,12.0,0.0975609756097561,9.76
6281,123,12.0,0.0975609756097561,9.76
3283,123,3.0,0.024390243902439025,2.44
1044,123,5.0,0.04065040650406504,4.07
6392,123,22.0,0.17886178861788618,17.89
1807,123,7.0,0.056910569105691054,5.69
6223,123,3.0,0.024390243902439025,2.44
1931,123,7.0,0.056910569105691054,5.69
785,123,11.0,0.08943089430894309,8.94
1981,123,12.0,0.0975609756097561,9.76
6032,123,8.0,0.06504065040650407,6.5
2246,122,3.0,0.02459016393442623,2.46
5312,122,4.0,0.03278688524590164,3.28
5303,122,9.0,0.07377049180327869,7.38
2296,122,1.0,0.00819672131147541,0.82
2299,122,10.0,0.08196721311475409,8.2
843,122,9.0,0.07377049180327869,7.38
3839,122,13.0,0.10655737704918032,10.66
2192,122,15.0,0.12295081967213115,12.3
2122,122,7.0,0.05737704918032787,5.74
1683,122,8.0,0.06557377049180328,6.56
3352,122,6.0,0.04918032786885246,4.92
197,121,5.0,0.04132231404958678,4.13
6329,121,15.0,0.12396694214876033,12.4
3161,121,6.0,0.049586776859504134,4.96
25,121,5.0,0.04132231404958678,4.13
717,121,11.0,0.09090909090909091,9.09
4457,121,12.0,0.09917355371900827,9.92
5274,121,4.0,0.03305785123966942,3.31
5726,120,8.0,0.06666666666666667,6.67
3308,120,7.0,0.058333333333333334,5.83
4587,120,17.0,0.14166666666666666,14.17
4533,120,9.0,0.075,7.5
5632,120,9.0,0.075,7.5
6156,120,5.0,0.041666666666666664,4.17
4113,120,22.0,0.18333333333333332,18.33
3039,120,10.0,0.08333333333333333,8.33
1025,120,3.0,0.025,2.5
6296,120,9.0,0.075,7.5
5665,120,5.0,0.041666666666666664,4.17
1033,120,12.0,0.1,10.0
3242,120,12.0,0.1,10.0
916,120,12.0,0.1,10.0
5258,120,11.0,0.09166666666666666,9.17
3374,119,9.0,0.07563025210084033,7.56
3007,119,8.0,0.06722689075630252,6.72
6803,119,10.0,0.08403361344537816,8.4
865,119,2.0,0.01680672268907563,1.68
6063,119,2.0,0.01680672268907563,1.68
3897,119,3.0,0.025210084033613446,2.52
4524,119,15.0,0.12605042016806722,12.61
1896,119,8.0,0.06722689075630252,6.72
3891,119,2.0,0.01680672268907563,1.68
3744,118,10.0,0.0847457627118644,8.47
2321,118,5.0,0.0423728813559322,4.24
6808,118,10.0,0.0847457627118644,8.47
1076,118,6.0,0.05084745762711865,5.08
3824,118,6.0,0.05084745762711865,5.08
6909,118,4.0,0.03389830508474576,3.39
3584,118,10.0,0.0847457627118644,8.47
5668,118,8.0,0.06779661016949153,6.78
5861,117,11.0,0.09401709401709402,9.4
5780,117,4.0,0.03418803418803419,3.42
